c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
1335644722;188530139;799000;1;0;Тайное;Поношенное;365;★;"★ Нож-бабочка | Патина (Поношенное)";8650AC;906
1335649002;480085569;135000;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Desert Eagle | Буря на закате 弐 (Немного поношенное)";D2D2D2;1000
1335650287;188530139;87500;1;0;Тайное;"Закаленное в боях";47;Обыч.;"AWP | Скоростной зверь (Закаленное в боях)";D2D2D2;1000
1335652307;480085569;13000;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;530
1335673571;188530139;27166;1;0;Запрещенное;"Прямо с завода";17;Обыч.;"AK-47 | Синий ламинат (Прямо с завода)";D2D2D2;593
1335761346;188530139;115000;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Снежная буря (Немного поношенное)";D2D2D2;1008
1335796801;480085569;14990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;1000
1335865405;480085569;29900;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Камуфляж (После полевых испытаний)";D2D2D2;807
1335898418;188530170;1190000;1;0;Тайное;"Прямо с завода";3;StatTrak™;"StatTrak™ P90 | Азимов (Прямо с завода)";CF6A32;845
1335904327;902658099;1290000;1;0;Тайное;"Немного поношенное";17;StatTrak™;"StatTrak™ AK-47 | Пустынный повстанец (Немного поношенное)";CF6A32;791
1335905903;188530170;580000;1;0;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ Five-SeveN | Поверхностная закалка (Прямо с завода)";CF6A32;1004
1335910525;188530139;690000;1;0;Засекреченное;"Прямо с завода";47;Обыч.;"AWP | БАХ (Прямо с завода)";D2D2D2;1034
1335914040;188530139;129000;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Красная линия (Немного поношенное)";D2D2D2;876
1336629365;188530139;2550000;1;0;Тайное;"Прямо с завода";365;★;"★ Штык-нож M9 | Градиент (Прямо с завода)";8650AC;943
1336716616;188530139;2590;1;0;"Армейское качество";"Прямо с завода";3;Обыч.;"UMP-45 | Лабиринт (Прямо с завода)";D2D2D2;327
1336791832;188530139;13010;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"Desert Eagle | Заговор (Немного поношенное)";D2D2D2;1000
1336947039;188530139;14990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AUG | Хамелеон (После полевых испытаний)";D2D2D2;753
1337462769;188530139;6900;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Desert Eagle | Бронзовая декорация (Прямо с завода)";D2D2D2;136
1337498655;480085569;125000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A1-S | Скоростной зверь (После полевых испытаний)";D2D2D2;1000
1337516837;188530139;15000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"USP-S | Нержавейка (После полевых испытаний)";D2D2D2;399
1337535034;0;6900;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Хищник (После полевых испытаний)";D2D2D2;433
1337572971;188530139;3904;1;0;Ширпотреб;Поношенное;49;Сувенирный;"Сувенирный MAG-7 | Песчаные дюны (Поношенное)";FFD700;263
1337575430;188530139;4600000;1;0;Засекреченное;"Прямо с завода";17;Сувенирный;"Сувенирный M4A1-S | Рыцарь (Прямо с завода)";FFD700;1000
1337655241;302028390;6900;1;0;Ширпотреб;"Закаленное в боях";17;Обыч.;"SG 553 | Перфорированные волны (Закаленное в боях)";D2D2D2;12
1338303686;302028390;7500;1;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Ночь (После полевых испытаний)";D2D2D2;535
1338385406;188530170;15000;1;0;"Армейское качество";"Закаленное в боях";19;StatTrak™;"StatTrak™ P250 | Валентность (Закаленное в боях)";CF6A32;1000
1338402363;188530139;4500;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;841
1338525702;0;5000;1;0;"Промышленное качество";"Немного поношенное";17;Обыч.;"AK-47 | Африканская сетка (Немного поношенное)";D2D2D2;256
1338531692;188530139;6900;1;0;"Армейское качество";"Немного поношенное";49;Обыч.;"Nova | Лесничий (Немного поношенное)";D2D2D2;94
1338581112;188530139;5200;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Five-SeveN | Ками (Прямо с завода)";D2D2D2;1000
1338592112;188530139;21490;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Красная линия (Закаленное в боях)";D2D2D2;954
1338594945;188530139;70000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Электрический улей (Немного поношенное)";D2D2D2;1109
1338970521;188530139;64931;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Электрический улей (После полевых испытаний)";D2D2D2;1061
1339020931;188530139;6900;1;0;"Армейское качество";"Закаленное в боях";49;Обыч.;"Nova | Лесничий (Закаленное в боях)";D2D2D2;80
1339205940;188530139;65000;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Электрический улей (После полевых испытаний)";D2D2D2;1000
1339287510;188530139;158500;1;0;Тайное;"Закаленное в боях";47;Обыч.;"AWP | Азимов (Закаленное в боях)";D2D2D2;1000
1339338433;188530139;14500;1;2;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;765
1339448264;188530139;144556;1;0;"Промышленное качество";"Немного поношенное";19;Сувенирный;"Сувенирный Glock-18 | Ночь (Немного поношенное)";FFD700;591
1339554481;188530139;53900;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Снежная буря (Закаленное в боях)";D2D2D2;824
1340021655;0;30000;1;0;"Промышленное качество";"Закаленное в боях";47;Обыч.;"AWP | Африканская сетка (Закаленное в боях)";D2D2D2;1000
1340104017;188530139;29800;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Чистая вода (После полевых испытаний)";D2D2D2;956
1340196607;188530170;10890;1;0;"Армейское качество";"После полевых испытаний";47;StatTrak™;"StatTrak™ SSG 08 | Пучина (После полевых испытаний)";CF6A32;331
1340322951;302028390;6900;1;0;Ширпотреб;"Прямо с завода";17;Обыч.;"AUG | Гроза (Прямо с завода)";D2D2D2;188
1340328344;480085569;25000;1;0;"Армейское качество";"После полевых испытаний";3;Обыч.;"MP7 | Снежная мгла (После полевых испытаний)";D2D2D2;382
1340418942;188530139;100000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;85
1340447911;0;15000;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Гадюка (После полевых испытаний)";D2D2D2;422
1340578222;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Dual Berettas | Dualing Dragons (После полевых испытаний)";D2D2D2;87
1340591220;480085569;18000;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"Glock-18 | Водяной (После полевых испытаний)";D2D2D2;1000
1340598725;480085569;20500;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A4 | 龍王 (Король драконов) (После полевых испытаний)";D2D2D2;902
1340831613;480085569;70000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;512
1340949866;302028390;6900;1;0;Ширпотреб;"Закаленное в боях";19;Обыч.;"Tec-9 | Бамбуковые заросли (Закаленное в боях)";D2D2D2;124
1341124249;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Призраки (После полевых испытаний)";D2D2D2;79
1341159293;480085569;83400;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Красная линия (Немного поношенное)";D2D2D2;1000
1341599631;188530139;43000;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"Desert Eagle | Ржавый кобальт (Немного поношенное)";D2D2D2;848
1341627854;188530139;8356;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Glock-18 | Призраки (Прямо с завода)";D2D2D2;310
1341659310;188530139;9094;1;0;"Армейское качество";"Прямо с завода";47;Обыч.;"G3SG1 | Мрак (Прямо с завода)";D2D2D2;202
1341659311;519977179;6300;1;0;Ширпотреб;"После полевых испытаний";49;Обыч.;"MAG-7 | Песчаные дюны (После полевых испытаний)";D2D2D2;131
1341659312;188530170;56140;1;0;"Армейское качество";"Прямо с завода";49;StatTrak™;"StatTrak™ MAG-7 | Объемные шестиугольники (Прямо с завода)";CF6A32;608
1341707535;188530139;19900;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;185
1341753959;188530170;41112;1;1;Запрещенное;"После полевых испытаний";49;StatTrak™;;CF6A32;1154
1341990695;480085569;30500;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Зірка (Немного поношенное)";D2D2D2;1000
1342042340;188530139;88800;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;411
1342056249;480085569;13500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Грифон (После полевых испытаний)";D2D2D2;1000
1342091866;188530170;68000;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Синий ламинат (После полевых испытаний)";CF6A32;1050
1342179909;519977179;42900;1;0;"Промышленное качество";"Прямо с завода";17;Обыч.;"AK-47 | Хищник (Прямо с завода)";D2D2D2;1177
1342190157;480085569;16667;1;2;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Картель (После полевых испытаний)";D2D2D2;871
1342207874;188530170;13727;1;1;"Армейское качество";Поношенное;17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Поношенное)";CF6A32;1089
1342386242;188530170;32110;1;1;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Five-SeveN | Птичьи игры (После полевых испытаний)";CF6A32;1146
1342478090;0;3590;1;0;"Промышленное качество";"Закаленное в боях";17;Обыч.;"FAMAS | Голубые брызги (Закаленное в боях)";D2D2D2;67
1342745412;188530139;13700;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Грифон (После полевых испытаний)";D2D2D2;390
1342876368;188530170;29900;1;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ P2000 | Пистолет (Немного поношенное)";CF6A32;1004
1342903855;188530139;5000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;684
1343054710;188530139;23000;1;0;Ширпотреб;Поношенное;49;Сувенирный;"Сувенирный Nova | Полярная сетка (Поношенное)";FFD700;92
1343127508;188530139;22000;1;0;"Промышленное качество";"Немного поношенное";3;Сувенирный;"Сувенирный ПП-19 Бизон | Химический зеленый (Немного поношенное)";FFD700;399
1343215641;188530139;1690000;1;0;Тайное;"Прямо с завода";365;★;"★ Штык-нож | Поверхностная закалка (Прямо с завода)";8650AC;985
1343219116;188530139;11000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;1000
1343232001;0;30910;1;0;Ширпотреб;"Прямо с завода";49;Обыч.;"Nova | Лесные листья (Прямо с завода)";D2D2D2;425
1343493292;188530139;7350;1;0;"Промышленное качество";Поношенное;75;Сувенирный;"Сувенирный Negev | Радиоактивные отходы (Поношенное)";FFD700;1000
1343522388;480085569;39000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1343625618;188530139;23000;1;0;Запрещенное;Поношенное;19;Обыч.;"Five-SeveN | Поверхностная закалка (Поношенное)";D2D2D2;980
1343653700;188530139;20000;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"AK-47 | Элитное снаряжение (Прямо с завода)";D2D2D2;643
1343687836;188530170;13510;1;0;"Армейское качество";"Закаленное в боях";19;StatTrak™;"StatTrak™ Glock-18 | Призраки (Закаленное в боях)";CF6A32;445
1343774203;480085569;15000;1;0;"Промышленное качество";"Немного поношенное";19;Обыч.;"Desert Eagle | Ночь (Немного поношенное)";D2D2D2;506
1343851478;188530139;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;887
1344132002;188530139;2199900;1;0;Тайное;"Немного поношенное";365;★;"★ Керамбит | Дамасская сталь (Немного поношенное)";8650AC;1000
1344283269;480085569;63500;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"USP-S | Орион (Прямо с завода)";D2D2D2;1000
1344372319;302028390;6900;1;0;Ширпотреб;"Закаленное в боях";19;Обыч.;"Tec-9 | Бамбуковые заросли (Закаленное в боях)";D2D2D2;130
1344372322;0;6900;1;0;"Армейское качество";Поношенное;19;Обыч.;"CZ75-Auto | Смокинг (Поношенное)";D2D2D2;261
1344372323;519977179;7356;1;0;Ширпотреб;"Закаленное в боях";49;Обыч.;"MAG-7 | Песчаные дюны (Закаленное в боях)";D2D2D2;176
1344373048;188530139;6900;1;0;"Армейское качество";"Прямо с завода";3;Обыч.;"UMP-45 | Бунт (Прямо с завода)";D2D2D2;186
1344443717;188530139;45000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Чистая вода (Немного поношенное)";D2D2D2;591
1344477060;188530139;5000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;680
1344561913;519977179;54000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"Galil AR | Цербер (Немного поношенное)";D2D2D2;1096
1344661102;188530170;10890;1;0;"Армейское качество";"После полевых испытаний";47;StatTrak™;"StatTrak™ SSG 08 | Пучина (После полевых испытаний)";CF6A32;331
1344774580;188530139;64900;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;1000
1344779390;188530139;14990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AUG | Хамелеон (После полевых испытаний)";D2D2D2;1000
1344785642;188530170;7000;1;0;"Армейское качество";Поношенное;19;StatTrak™;"StatTrak™ P2000 | Слоновая кость (Поношенное)";CF6A32;238
1344924616;188530170;4817;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ P250 | Валентность (После полевых испытаний)";CF6A32;1000
1344948578;480085569;160000;1;0;Тайное;"Закаленное в боях";47;Обыч.;"AWP | Азимов (Закаленное в боях)";D2D2D2;1000
1345025220;188530139;50900;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Снежная буря (Закаленное в боях)";D2D2D2;1000
1345074793;188530139;33800;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1123
1345190167;188530139;39900;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;897
1345650395;302028390;9500;1;0;"Промышленное качество";"Немного поношенное";19;Обыч.;"USP-S | Едва зеленый (Немного поношенное)";D2D2D2;539
1345684805;188530600;166000;1;0;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Красная линия (После полевых испытаний)";CF6A32;1000
1345788842;480085569;12000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;712
1345823783;188530139;20000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A4 | 龍王 (Король драконов) (После полевых испытаний)";D2D2D2;1000
1345828891;188530139;68800;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Электрический улей (После полевых испытаний)";D2D2D2;978
1345845328;188530139;39800;1;0;"Промышленное качество";"После полевых испытаний";19;Сувенирный;"Сувенирный USP-S | Королевский синий (После полевых испытаний)";FFD700;558
1345955469;188530139;68552;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;934
1346040468;188530139;6700;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;1000
1346056158;188530139;122200;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | БАХ (Немного поношенное)";D2D2D2;1000
1346231251;188530139;23000;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"P250 | Цвета прибоя (Прямо с завода)";D2D2D2;1202
1346318414;188530170;19900;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ USP-S | Закрученный (После полевых испытаний)";CF6A32;429
1346399684;188530139;17700;1;2;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;470
1346764713;480085569;18990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;716
1346945130;188530170;16500;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Five-SeveN | Паслен (После полевых испытаний)";CF6A32;504
1347016262;519977179;8392;1;0;"Промышленное качество";Поношенное;47;Обыч.;"SCAR-20 | Пальма (Поношенное)";D2D2D2;441
1347121249;480085569;8500;1;0;Запрещенное;"После полевых испытаний";49;Обыч.;"MAG-7 | Жар (После полевых испытаний)";D2D2D2;174
1347148015;188530170;185000;1;0;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ M4A1-S | Страж (После полевых испытаний)";CF6A32;954
1347441905;480085569;7999;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;1000
1347572673;188530809;20000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Синяя трещина (После полевых испытаний)";CF6A32;1000
1347666620;188530139;1890000;1;0;Тайное;"Прямо с завода";365;★;"★ Кинжалы-кастеты | Градиент (Прямо с завода)";8650AC;761
1347670673;188530170;3990000;1;0;Тайное;"Прямо с завода";365;"★ StatTrak™";"★ StatTrak™ Shadow Daggers | Градиент (Прямо с завода)";8650AC;642
1347885608;188530139;1940000;1;0;Тайное;"Прямо с завода";365;★;"★ Штык-нож | Убийство (Прямо с завода)";8650AC;1053
1347888667;188530139;780000;1;0;Тайное;"Прямо с завода";365;★;"★ Складной нож | Дамасская сталь (Прямо с завода)";8650AC;986
1347892067;188530170;5380000;1;0;Тайное;"Прямо с завода";365;"★ StatTrak™";"★ StatTrak™ Штык-нож | Волны (Прямо с завода)";8650AC;538
1347898916;188530170;2390000;1;0;Тайное;Поношенное;365;"★ StatTrak™";"★ StatTrak™ Керамбит | Поверхностная закалка (Поношенное)";8650AC;1104
1348554917;188530139;5000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Горелка Бунзена (После полевых испытаний)";D2D2D2;128
1348631572;188530139;444445;1;0;Тайное;"После полевых испытаний";365;★;"★ Складной нож | Африканская сетка (После полевых испытаний)";8650AC;745
1348823914;188530139;13300;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Василиск (Немного поношенное)";D2D2D2;1000
1348833833;188530139;8100;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;1000
1348891146;480085569;13000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Гадюка (Немного поношенное)";D2D2D2;1000
1348941427;188530139;35000;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1087
1349039603;302028390;6900;1;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"P250 | Кимоно цвета мяты (После полевых испытаний)";D2D2D2;100
1349186906;480085569;25000;1;1;Засекреченное;"Немного поношенное";3;Обыч.;"P90 | Треугольник (Немного поношенное)";D2D2D2;1066
1349344290;480085569;999900;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"AK-47 | Картель (Прямо с завода)";D2D2D2;1000
1349540506;480085569;35000;1;0;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Красная линия (Поношенное)";D2D2D2;1128
1349613696;480085569;15000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Изумрудные завитки (После полевых испытаний)";D2D2D2;567
1349627045;519977179;9500;1;0;"Армейское качество";"Закаленное в боях";19;Обыч.;"Tec-9 | Латунь (Закаленное в боях)";D2D2D2;376
1349702772;188530139;99000;1;0;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Пустынный повстанец (Закаленное в боях)";D2D2D2;1000
1349754982;188530170;20000;1;0;"Армейское качество";"Прямо с завода";3;StatTrak™;"StatTrak™ MAC-10 | Хроматика (Прямо с завода)";CF6A32;277
1349754982;188530349;19000;1;0;"Армейское качество";"Прямо с завода";3;StatTrak™;"StatTrak™ MAC-10 | Хроматика (Прямо с завода)";CF6A32;292
1349814141;188530170;230000;1;0;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ USP-S | Орион (После полевых испытаний)";CF6A32;1196
1350226226;188530170;20000;1;0;"Армейское качество";Поношенное;17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Поношенное)";CF6A32;1000
1350322734;188530170;500000;1;0;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ Galil AR | Песчаная буря (Немного поношенное)";CF6A32;11
1350461848;188530139;17316;1;0;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Картель (Поношенное)";D2D2D2;1000
1350483768;188530170;60000;1;0;Засекреченное;"Закаленное в боях";17;StatTrak™;"StatTrak™ AK-47 | Красная линия (Закаленное в боях)";CF6A32;1000
1350493559;480085569;35000;1;1;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Красная линия (Поношенное)";D2D2D2;1117
1350501925;188530170;74330;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ M4A1-S | Василиск (После полевых испытаний)";CF6A32;690
1350890692;188530170;20000;1;0;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ USP-S | Страж (После полевых испытаний)";CF6A32;768
1350913999;519977179;168000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Путешественник (После полевых испытаний)";D2D2D2;1000
1350965889;302028390;8067;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Glock-18 | Карамельное яблоко (Прямо с завода)";D2D2D2;519
1351034838;302028390;23000;1;0;"Промышленное качество";"Закаленное в боях";47;Обыч.;"AWP | Солнце в знаке Льва (Закаленное в боях)";D2D2D2;1000
1351080682;188530139;36021;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1184
1351849149;188530139;4446;1;0;Ширпотреб;"Закаленное в боях";47;Сувенирный;"Сувенирный G3SG1 | Африканская сетка (Закаленное в боях)";FFD700;372
1351888301;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Призраки (После полевых испытаний)";D2D2D2;54
1351914221;188530139;330000;1;0;Запрещенное;"После полевых испытаний";19;Сувенирный;"Сувенирный Desert Eagle | Пищаль (После полевых испытаний)";FFD700;901
1351952111;188530170;7054;1;0;"Армейское качество";"Закаленное в боях";49;StatTrak™;"StatTrak™ Sawed-Off | Оригами (Закаленное в боях)";CF6A32;1000
1351957319;188530170;61900;1;0;Засекреченное;"Закаленное в боях";19;StatTrak™;"StatTrak™ P250 | Картель (Закаленное в боях)";CF6A32;1002
1352305328;188530139;21411;1;0;Засекреченное;"Закаленное в боях";19;Обыч.;"Glock-18 | Дух воды (Закаленное в боях)";D2D2D2;798
1352364460;188530170;23900;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ Glock-18 | Призраки (Прямо с завода)";CF6A32;951
1352423400;188530170;6850000;1;0;Тайное;"Прямо с завода";365;"★ StatTrak™";"★ StatTrak™ Керамбит | Мраморный градиент (Прямо с завода)";8650AC;1000
1352540264;188530329;3000;1;0;"Армейское качество";Поношенное;19;StatTrak™;"StatTrak™ P2000 | Слоновая кость (Поношенное)";CF6A32;547
1352555007;188530139;150000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;240
1352756382;188530170;245000;1;0;Тайное;"После полевых испытаний";19;StatTrak™;"StatTrak™ CZ75-Auto | Виктория (После полевых испытаний)";CF6A32;909
1353014633;480085569;57000;1;1;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Страж (Прямо с завода)";D2D2D2;1045
1353031408;480085569;34000;1;0;"Промышленное качество";"Прямо с завода";19;Обыч.;"Desert Eagle | Ночная буря (Прямо с завода)";D2D2D2;1000
1353042036;188530170;5642;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ P250 | Валентность (Немного поношенное)";CF6A32;1023
1353048083;188530139;15900;1;0;"Армейское качество";"Закаленное в боях";19;Обыч.;"CZ75-Auto | Кровавая паутина (Закаленное в боях)";D2D2D2;236
1353081645;519977179;8208;1;0;Ширпотреб;"Немного поношенное";49;Обыч.;"XM1014 | Цвет луга (Немного поношенное)";D2D2D2;417
1353081646;0;6732;1;0;Ширпотреб;"Закаленное в боях";49;Обыч.;"XM1014 | Цвет луга (Закаленное в боях)";D2D2D2;139
1353157700;480085569;110000;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | БАХ (После полевых испытаний)";D2D2D2;1127
1353249296;188530170;47800;1;0;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ CZ75-Auto | Новая фуксия (После полевых испытаний)";CF6A32;1128
1353307860;480085569;150000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Аквамариновая месть (После полевых испытаний)";D2D2D2;1095
1353570102;188530139;38000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Страж (После полевых испытаний)";D2D2D2;1048
1353595484;188530139;800000;1;0;Тайное;"После полевых испытаний";365;★;"★ Охотничий нож | Поверхностная закалка (После полевых испытаний)";8650AC;1000
1353642867;188530248;12000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Захоронение (После полевых испытаний)";CF6A32;1000
1353722375;480085569;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;887
1353993998;188530139;274885;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Азимов (После полевых испытаний)";D2D2D2;1000
1354002689;188530139;139000;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Красная линия (Немного поношенное)";D2D2D2;818
1354002799;188530139;307999;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Азимов (После полевых испытаний)";D2D2D2;922
1354011128;188530139;6999;3;3;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;978
1354025838;480085569;300000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Азимов (После полевых испытаний)";D2D2D2;1000
1354027834;188530139;11900;2;10;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;503
1354034361;188530139;14500;1;1;Запрещенное;"Немного поношенное";17;Обыч.;"AK-47 | Синий ламинат (Немного поношенное)";D2D2D2;925
1354035516;480085569;84500;1;0;Тайное;"Немного поношенное";19;Обыч.;"P2000 | Огненный элементаль (Немного поношенное)";D2D2D2;983
1354050095;188530139;9400;1;4;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Злобный дайме (После полевых испытаний)";D2D2D2;513
