c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
1426005765;188530139;160000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Аквамариновая месть (После полевых испытаний)";D2D2D2;952
1426022247;188530139;16081;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;808
1426047974;480085569;199300;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Азимов (Поношенное)";D2D2D2;1201
1426050554;188530139;6900;1;0;"Армейское качество";"Закаленное в боях";19;Обыч.;"P250 | Валентность (Закаленное в боях)";D2D2D2;1000
1426057719;188530170;290000;1;0;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Красная линия (После полевых испытаний)";CF6A32;548
1426062190;188530139;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"AUG | Хамелеон (После полевых испытаний)";D2D2D2;709
1426111701;480085569;6900;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"FAMAS | Нейронная сеть (После полевых испытаний)";D2D2D2;322
1426174697;188530139;10800;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;341
1426196322;188530139;2280000;1;0;Тайное;"Прямо с завода";365;★;"★ Нож-бабочка | Градиент (Прямо с завода)";8650AC;841
1426232924;188531500;110000;1;0;Запрещенное;"Прямо с завода";17;StatTrak™;"StatTrak™ M4A1-S | Василиск (Прямо с завода)";CF6A32;1000
1426245002;188530139;67900;1;0;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Снежная буря (Поношенное)";D2D2D2;1090
1426284560;188530139;4832;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"USP-S | Кровавый тигр (После полевых испытаний)";D2D2D2;381
1426289386;188530139;262442;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Скоростной зверь (Поношенное)";D2D2D2;526
1426772108;480085569;33000;1;0;Засекреченное;Поношенное;17;Обыч.;"AK-47 | Красная линия (Поношенное)";D2D2D2;1000
1426781520;480085569;12000;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;570
1426796027;188530139;19900;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Красная линия (Закаленное в боях)";D2D2D2;1030
1426833121;188530170;88857;1;0;Засекреченное;"Немного поношенное";19;StatTrak™;"StatTrak™ USP-S | Кайман (Немного поношенное)";CF6A32;1109
1426849642;188530170;140000;1;0;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Красная линия (После полевых испытаний)";CF6A32;1129
1426875613;188530139;9500;1;1;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;1110
1426911775;188530139;14990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;1000
1426913064;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";3;Обыч.;"MAC-10 | Краски (После полевых испытаний)";D2D2D2;79
1426913066;188530170;6900;1;0;"Армейское качество";"Закаленное в боях";3;StatTrak™;"StatTrak™ MAC-10 | Краски (Закаленное в боях)";CF6A32;282
1426913070;188530170;6900;1;0;"Армейское качество";"Закаленное в боях";49;StatTrak™;"StatTrak™ XM1014 | Скумбрия (Закаленное в боях)";CF6A32;235
1426913074;188530170;6900;1;0;"Армейское качество";"Закаленное в боях";49;StatTrak™;"StatTrak™ XM1014 | Скумбрия (Закаленное в боях)";CF6A32;249
1426915118;902658099;399900;1;0;Тайное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A4 | Дождь из пуль (Немного поношенное)";CF6A32;1000
1426919157;188530139;14989;4;9;Тайное;"После полевых испытаний";17;Обыч.;"AUG | Хамелеон (После полевых испытаний)";D2D2D2;695
1426951308;302028390;9800;1;0;Запрещенное;Поношенное;17;Обыч.;"AK-47 | Изумрудные завитки (Поношенное)";D2D2D2;774
1426959219;302028390;24000;1;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Солнце в знаке Льва (После полевых испытаний)";D2D2D2;1000
1426964160;188530139;14990;1;1;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;900
1426984201;519977179;100000;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Пиксельный камуфляж «Розовый» (После полевых испытаний)";D2D2D2;1000
1427006704;188530139;13137;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;700
1427025022;188530139;99900;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Снежный вихрь (Немного поношенное)";D2D2D2;1000
1427025033;480085569;15000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Грифон (После полевых испытаний)";D2D2D2;1000
1427036357;188530139;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;887
1427036358;188530139;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;887
1427037232;188530139;7700;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;733
1427124114;480085569;72696;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"Glock-18 | Водяной (Прямо с завода)";D2D2D2;682
1427188972;480085569;46689;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"AK-47 | Картель (Прямо с завода)";D2D2D2;709
1427205851;188530170;5535;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ P2000 | Пульс (Немного поношенное)";CF6A32;867
1427215254;188530139;15000;1;1;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;690
1427345749;480085569;1800;1;1;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;474
1427349058;188530170;13726;1;0;"Армейское качество";Поношенное;17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Поношенное)";CF6A32;1000
1427358321;188530139;21000;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Красная линия (Закаленное в боях)";D2D2D2;997
1427522474;480085569;270000;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Вулкан (Немного поношенное)";D2D2D2;1000
1427547495;188530139;192800;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Desert Eagle | Кровавая паутина (Прямо с завода)";D2D2D2;1064
